crop_type,soil_type,weather_condition,pest_pressure,disease_name,water_stress_level,irrigation_needed,ndvi,soil_moisture_percent,temperature_celsius,humidity_percent,rainfall_mm,ph_level,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_fertility_index,crop_yield,latitude,longitude,nitrogen_recommendation
Grapes,Loamy,Cool,Low,Anthracnose,Moderate,Yes,0.271,32.8,16.3,82.6,68.1,6.36,5.7,138.1,199.0,89.7,4.2,19.6531,94.4358,9.8
Pigeonpeas,Sandy,Normal,High,Sterility Mosaic,Low,No,0.381,44.1,24.7,34.7,129.0,7.44,24.5,76.5,16.4,46.7,2.37,33.6371,86.1726,4.1
Mango,Sandy,Normal,Low,Powdery Mildew,Moderate,Yes,0.312,23.3,33.4,51.8,88.4,4.87,27.5,39.0,31.4,37.3,1.94,20.1618,96.22,1.4
Lentil,Sandy,Normal,High,None,High,Yes,0.438,27.7,21.4,60.6,45.3,7.3,35.9,78.6,24.2,56.8,2.36,28.2224,91.1233,0.0
Rice,Silty,Rainy,High,Rice Blast,Low,No,0.752,55.3,26.6,81.5,211.9,6.85,88.3,54.8,35.4,67.5,3.59,29.038,86.3599,2.9
Lentil,Silty,Normal,High,None,High,Yes,0.297,24.0,29.6,66.4,35.3,7.48,33.5,62.9,23.5,48.6,2.26,13.2974,76.8212,3.6
Coconut,Loamy,Rainy,High,Root Wilt,Low,No,0.371,46.6,29.5,98.6,168.1,6.27,15.8,9.2,27.8,54.2,3.07,9.4628,73.1351,2.3
Watermelon,Loamy,Normal,High,Anthracnose,High,Yes,0.482,15.4,24.2,88.8,48.4,6.62,107.3,29.3,54.1,69.9,2.45,9.8864,76.7585,2.7
Maize,Loamy,Normal,High,None,Moderate,Yes,0.479,15.6,29.5,68.0,65.2,6.34,81.5,52.6,18.9,71.4,4.74,31.7279,79.0624,1.3
Mango,Loamy,Normal,High,None,Moderate,Yes,0.29,25.5,26.7,50.1,85.2,5.57,19.2,39.7,26.7,47.2,2.96,9.8445,93.9647,0.0
Maize,Sandy,Normal,Low,None,Moderate,Yes,0.55,22.4,26.6,65.4,71.6,6.7,81.6,47.7,19.1,65.4,5.4,34.795,85.272,3.1
Chickpea,Silty,Normal,Low,None,Moderate,Yes,0.44,20.8,20.0,19.5,69.0,6.14,26.0,74.6,80.8,71.2,6.16,9.3137,84.2875,11.5
Watermelon,Loamy,Normal,High,None,Moderate,Yes,0.535,15.2,28.7,86.1,50.3,6.71,111.3,27.9,45.4,65.8,4.02,10.6061,68.9782,3.5
Chickpea,Loamy,Cool,Low,None,Moderate,Yes,0.475,25.3,18.8,11.5,85.7,8.45,54.5,63.4,83.7,45.1,3.42,23.1219,81.6798,0.0
Watermelon,Loamy,Normal,High,None,Moderate,Yes,0.584,14.4,28.6,80.3,58.6,6.68,100.3,17.8,53.1,64.1,4.57,32.1074,89.2775,0.7
Kidneybeans,Silty,Normal,Low,None,Moderate,Yes,0.318,28.2,20.6,16.1,67.0,5.67,34.7,67.2,23.2,58.2,4.5,17.2111,75.7699,1.8
Coconut,Silty,Rainy,High,Root Wilt,Low,No,0.571,60.5,29.6,94.5,218.8,6.32,28.2,23.6,32.7,61.1,3.4,12.0459,88.2915,0.0
Mungbean,Silty,Normal,High,None,Moderate,Yes,0.338,24.8,27.1,89.3,52.7,6.81,35.2,55.0,21.2,60.4,3.76,28.9958,89.1122,4.2
Jute,Clayey,Rainy,Low,None,Low,No,0.533,51.4,27.9,70.2,160.2,7.15,77.3,39.9,35.9,60.5,6.55,25.967,94.9279,6.6
Grapes,Clayey,Normal,High,Powdery Mildew,Moderate,Yes,0.33,17.4,35.0,81.6,68.6,6.43,1.5,137.3,200.0,87.7,3.68,16.9518,79.8477,19.8
Cotton,Loamy,Normal,High,Bacterial Blight,Moderate,Yes,0.62,24.1,22.6,78.7,94.8,7.16,102.5,42.1,18.4,59.3,2.85,36.6874,78.3896,12.1
Mungbean,Clayey,Normal,High,None,High,Yes,0.257,12.1,28.2,88.2,43.5,7.09,32.9,44.7,23.7,52.8,2.46,14.925,68.0225,4.6
Lentil,Loamy,Normal,Low,None,Moderate,Yes,0.289,11.6,25.5,64.2,53.4,6.81,16.4,78.1,19.2,64.2,5.63,26.0612,95.486,0.9
Jute,Loamy,Rainy,Low,Anthracnose,Low,No,0.536,51.4,25.0,73.5,176.4,7.15,66.2,49.1,42.3,61.7,4.81,30.9963,70.6902,14.7
Chickpea,Sandy,Normal,High,None,Moderate,Yes,0.476,17.6,29.3,18.2,66.2,8.39,46.6,56.3,81.5,43.2,2.66,22.1452,82.2298,0.0
Mungbean,Clayey,Normal,High,None,High,Yes,0.265,10.3,28.7,88.6,39.6,7.03,16.1,49.0,18.4,57.2,2.05,9.8508,78.5525,3.6
Lentil,Silty,Cool,High,None,High,Yes,0.406,14.3,18.6,69.5,49.1,6.09,31.6,71.2,18.5,57.3,2.07,22.8268,79.1703,4.1
Mothbeans,Clayey,Hot & Dry,Medium,None,High,Yes,0.3,15.2,31.9,39.9,31.7,7.56,18.2,43.5,22.6,49.3,2.22,21.7504,71.4284,1.9
Mungbean,Clayey,Normal,High,None,High,Yes,0.254,10.0,28.5,82.9,36.6,6.24,17.2,47.3,16.1,58.2,2.74,20.175,84.7557,3.7
Apple,Silty,Normal,High,Apple Scab,Low,No,0.351,39.2,20.5,90.5,115.8,6.3,7.6,135.4,198.7,90.2,4.42,12.0805,68.2773,13.5
Mango,Sandy,Normal,Low,None,Moderate,Yes,0.435,22.7,29.7,52.2,92.9,4.59,15.2,26.2,28.1,30.5,2.91,11.175,69.8452,6.2
Chickpea,Sandy,Normal,Medium,None,Moderate,Yes,0.286,27.7,28.8,13.1,66.7,8.02,32.0,58.3,76.9,45.2,3.44,18.724,72.0391,5.4
Chickpea,Silty,Normal,Low,None,Moderate,Yes,0.438,21.9,22.1,12.7,73.8,7.51,56.0,59.6,81.3,63.4,5.56,26.4898,93.7136,0.3
Orange,Loamy,Cool,High,Citrus Canker,Low,No,0.268,30.7,13.1,93.1,101.1,6.65,4.6,9.1,10.7,52.8,3.12,14.5288,80.2658,15.4
Maize,Sandy,Normal,Low,None,Moderate,Yes,0.559,32.8,26.3,65.7,99.8,5.9,62.7,38.6,24.5,59.6,4.73,27.9279,75.2462,12.5
Coffee,Sandy,Normal,Low,None,Low,No,0.556,44.6,23.0,69.4,149.8,6.33,86.5,19.1,33.3,66.8,6.56,24.7622,74.0552,12.2
Jute,Clayey,Rainy,High,None,Low,No,0.558,52.0,27.1,73.8,160.0,7.27,71.2,50.5,38.2,61.7,4.99,19.0301,83.9036,6.7
Mango,Sandy,Hot & Dry,High,Powdery Mildew,Moderate,Yes,0.306,25.9,31.7,46.3,91.9,4.6,4.9,24.0,27.9,28.5,1.56,32.509,83.3529,15.4
Maize,Loamy,Normal,Low,None,Moderate,Yes,0.547,27.2,29.2,60.5,77.5,6.43,68.8,41.7,19.6,62.3,5.32,10.038,93.4206,12.6
Mungbean,Silty,Normal,High,None,High,Yes,0.338,21.5,27.6,88.6,37.5,7.15,5.8,55.9,15.8,54.9,2.65,30.0326,84.6651,10.8
Coffee,Clayey,Normal,High,None,Low,No,0.488,40.0,26.6,60.3,129.7,7.22,84.0,15.8,32.9,60.6,4.55,9.6019,80.8926,16.4
Cotton,Loamy,Normal,Low,Bacterial Blight,Moderate,Yes,0.575,23.8,20.4,75.1,71.7,6.01,121.9,51.5,20.4,71.5,4.01,19.9068,83.0528,2.6
Banana,Silty,Normal,High,None,Low,No,0.726,46.2,26.9,76.5,113.1,6.38,113.9,85.6,54.5,78.8,6.46,17.0161,94.8753,2.9
Coconut,Clayey,Rainy,High,Root Wilt,Low,No,0.449,63.0,27.6,95.2,215.7,5.55,36.2,8.6,28.6,41.5,2.57,33.1958,94.0886,0.0
Cotton,Loamy,Normal,Medium,None,Moderate,Yes,0.663,35.2,20.2,81.1,65.9,6.31,105.1,39.7,24.2,66.8,5.15,9.0803,92.7454,11.9
Apple,Sandy,Normal,High,Apple Scab,Low,No,0.373,34.2,20.7,92.4,112.8,6.18,14.6,142.7,200.1,85.7,4.84,34.9665,73.9522,2.7
Mango,Silty,Hot & Dry,High,Powdery Mildew,Moderate,Yes,0.4,38.1,31.9,49.4,98.5,6.77,9.3,24.9,29.8,57.3,3.02,31.8469,84.1082,6.8
Watermelon,Sandy,Normal,High,None,Moderate,Yes,0.599,11.8,29.3,85.8,54.8,6.68,97.7,8.1,54.4,64.3,4.58,13.7123,85.8699,6.6
Cotton,Loamy,Normal,Medium,Bacterial Blight,Moderate,Yes,0.61,21.6,21.1,75.5,65.6,5.8,129.6,58.4,24.2,64.7,3.7,22.2106,95.0405,0.1
Coconut,Loamy,Rainy,High,Root Wilt,Low,No,0.53,63.8,26.1,95.2,181.5,6.22,29.3,11.9,30.0,55.2,2.92,20.7268,79.3101,0.0
Orange,Clayey,Normal,High,Citrus Canker,Low,No,0.436,33.6,33.8,91.8,106.7,6.19,30.6,6.6,13.3,47.6,3.1,8.8173,68.7988,4.1
Maize,Clayey,Normal,Low,None,Moderate,Yes,0.431,35.7,20.4,69.7,62.5,6.8,81.8,52.2,19.7,64.6,5.5,32.3087,77.8233,4.4
Mungbean,Silty,Normal,High,None,High,Yes,0.393,17.3,29.6,81.3,48.1,7.24,25.2,40.2,17.0,47.5,2.15,23.3957,74.8061,0.7
Papaya,Loamy,Rainy,High,Papaya Ring Spot Virus,Low,No,0.621,56.7,35.4,91.6,219.5,6.72,57.4,37.9,54.9,70.4,4.06,27.5611,79.3044,2.4
Mango,Silty,Normal,High,None,Moderate,Yes,0.401,37.3,26.2,52.7,93.1,4.91,2.9,39.3,25.8,35.2,2.55,23.6191,78.9473,14.4
Chickpea,Sandy,Normal,Low,None,Moderate,Yes,0.306,23.9,25.4,11.0,90.5,6.85,22.4,79.3,79.6,66.8,5.49,11.7845,93.8592,12.5
Pigeonpeas,Clayey,Rainy,High,Fusarium Wilt,Low,No,0.417,40.6,39.0,34.8,178.4,7.3,19.3,62.3,16.0,48.1,2.93,11.1863,82.4641,2.6
Maize,Sandy,Normal,Low,None,Moderate,Yes,0.524,26.4,21.7,64.8,93.1,5.59,69.4,38.5,23.2,54.5,4.45,17.4888,72.2675,10.7
Jute,Clayey,Rainy,High,Stem Rot,Low,No,0.629,62.5,26.4,89.1,182.3,7.36,60.3,43.8,43.7,53.1,2.87,29.0596,95.2613,15.2
Apple,Clayey,Normal,High,Apple Scab,Low,No,0.383,43.1,20.3,93.2,103.7,6.29,20.2,138.8,201.3,91.0,4.7,22.1654,93.4639,2.6
Kidneybeans,Sandy,Normal,Medium,None,Low,No,0.341,48.5,23.3,21.8,134.3,6.48,33.8,59.1,16.9,64.4,6.68,36.5657,76.4653,0.0
Mothbeans,Silty,Normal,High,None,High,Yes,0.307,10.9,31.9,62.2,32.5,8.75,29.1,43.7,24.9,29.7,1.02,28.0368,82.871,0.0
Pigeonpeas,Silty,Rainy,High,Fusarium Wilt,Low,No,0.437,50.7,32.6,60.3,162.6,5.12,8.8,78.4,17.6,43.5,2.72,35.6464,81.7785,9.5
Watermelon,Sandy,Normal,High,Anthracnose,High,Yes,0.588,13.2,21.5,86.9,48.2,6.88,93.5,25.8,49.8,62.1,1.46,26.8817,71.5383,5.0
Chickpea,Clayey,Cool,Low,None,Moderate,Yes,0.471,22.9,19.2,13.4,65.2,7.01,59.2,73.7,78.9,64.8,4.99,10.8079,85.2969,3.7
Banana,Clayey,Normal,High,Panama Wilt,Low,No,0.636,43.5,26.1,80.1,114.3,5.97,89.9,81.6,51.2,67.1,4.13,28.6421,96.2689,9.2
Rice,Sandy,Rainy,High,Rice Blast,Low,No,0.739,64.7,37.3,84.9,266.1,5.89,95.9,49.2,38.7,67.3,3.54,12.555,78.8286,4.5
Mango,Loamy,Normal,Medium,None,Moderate,Yes,0.349,36.6,27.5,45.0,94.5,6.38,39.9,21.6,30.8,58.8,5.01,9.9946,88.3838,0.0
Chickpea,Silty,Normal,Low,None,Moderate,Yes,0.443,18.5,25.1,16.4,68.6,6.78,46.4,64.6,75.5,70.1,5.64,28.4288,81.6199,1.6
Mungbean,Sandy,Normal,High,Cercospora Leaf Spot,Moderate,Yes,0.246,14.0,29.4,87.2,52.4,7.47,11.4,54.6,16.0,45.1,2.07,36.6095,82.1406,8.3
Kidneybeans,Loamy,Normal,Low,None,Low,No,0.417,43.9,21.9,17.5,124.2,5.65,12.8,65.2,20.2,47.5,4.93,20.1934,85.0066,5.1
Jute,Sandy,Rainy,Low,Anthracnose,Low,No,0.637,55.6,20.5,73.0,190.6,6.24,85.3,44.7,37.5,63.3,4.74,23.6506,69.4711,2.6
Cotton,Silty,Normal,Medium,Bacterial Blight,Moderate,Yes,0.603,29.2,23.1,77.8,73.7,6.45,139.0,41.0,17.1,78.4,4.28,9.7514,70.9913,0.7
Muskmelon,Sandy,Normal,High,None,High,Yes,0.496,12.9,27.7,93.9,28.7,6.18,111.1,26.0,46.0,71.3,2.57,35.0046,87.7663,0.5
Muskmelon,Silty,Normal,High,None,High,Yes,0.577,10.0,29.8,94.7,27.1,6.26,108.0,11.9,51.2,68.4,2.7,28.0959,76.3173,0.0
Coffee,Loamy,Normal,Low,None,Low,No,0.579,48.2,26.2,68.1,143.7,7.28,85.3,31.5,29.9,60.3,6.28,20.0354,83.9169,13.4
Cotton,Silty,Normal,Medium,Bacterial Blight,Moderate,Yes,0.521,26.2,21.6,82.1,93.7,7.39,102.1,49.4,17.7,58.1,3.08,30.7676,75.7969,16.9
Lentil,Silty,Normal,Medium,None,High,Yes,0.377,26.4,25.6,69.7,49.1,5.72,29.2,77.3,18.7,51.4,3.05,19.8733,91.3027,4.2
Apple,Loamy,Normal,High,Apple Scab,Low,No,0.319,34.6,24.7,94.1,119.1,6.08,5.0,143.9,197.8,82.5,4.65,33.9329,78.3421,13.0
Mango,Loamy,Normal,Low,None,Low,No,0.383,24.9,29.4,48.4,102.8,5.61,27.0,24.1,31.9,51.0,5.14,17.2985,77.1794,4.6
Maize,Loamy,Normal,Medium,None,Moderate,Yes,0.519,33.1,26.6,59.0,70.2,6.83,90.0,41.3,19.8,63.7,5.08,28.8138,74.5897,2.3
Mothbeans,Loamy,Normal,High,None,High,Yes,0.287,10.0,28.4,69.5,36.8,5.1,11.4,39.9,18.0,38.4,1.66,10.1944,91.3461,5.7
Watermelon,Silty,Normal,High,Anthracnose,Moderate,Yes,0.597,17.3,22.1,86.9,54.6,6.84,100.9,19.7,47.4,67.4,2.83,24.2018,69.6069,0.0
Orange,Loamy,Normal,High,Citrus Canker,Low,No,0.394,42.9,31.9,92.3,117.4,6.01,10.5,6.6,8.7,46.9,2.5,14.7612,73.5713,6.3
Banana,Clayey,Normal,High,None,Low,No,0.607,36.9,29.2,78.0,100.9,5.53,82.1,80.4,46.4,64.8,5.32,15.0487,73.7006,15.5
Orange,Sandy,Normal,High,Citrus Canker,Low,No,0.389,41.9,28.6,90.3,111.0,7.25,19.5,21.7,7.3,46.2,2.34,35.6699,83.5513,0.7
Cotton,Silty,Normal,Medium,Bacterial Blight,Moderate,Yes,0.612,25.7,21.4,78.0,95.1,7.19,113.4,43.7,19.1,61.3,3.36,23.1944,69.737,9.1
Orange,Silty,Normal,High,Citrus Canker,Low,No,0.441,44.6,26.7,94.5,112.1,6.91,36.5,6.1,7.7,48.1,2.92,22.1694,85.4704,4.2
Orange,Loamy,Cool,High,Citrus Canker,Low,No,0.308,36.7,11.0,91.2,119.8,6.01,0.8,11.4,9.5,43.4,2.72,25.2492,81.5704,18.9
Muskmelon,Clayey,Normal,High,None,High,Yes,0.434,10.0,25.5,92.5,24.9,6.37,103.2,26.1,49.5,69.7,2.9,10.0834,84.3518,0.0
Pigeonpeas,Silty,Rainy,Low,None,Low,No,0.398,50.0,29.2,47.1,172.1,6.42,5.4,57.9,23.2,55.0,5.45,28.0401,84.8686,16.6
Apple,Loamy,Normal,High,None,Low,No,0.304,45.4,22.8,93.7,115.9,6.46,6.4,126.3,204.2,93.7,6.85,13.7893,93.2967,9.0
Blackgram,Clayey,Normal,High,Powdery Mildew,Moderate,Yes,0.391,11.2,34.0,66.4,63.2,7.31,31.8,76.0,20.7,50.0,2.23,33.1978,85.1032,4.8
Apple,Loamy,Normal,High,Apple Scab,Low,No,0.361,35.1,21.5,93.3,106.2,5.82,38.6,124.2,199.5,83.8,4.85,26.9466,94.1307,1.4
Banana,Silty,Normal,High,Panama Wilt,Low,No,0.507,41.9,29.3,82.0,117.3,6.23,87.4,73.5,47.3,72.5,4.13,19.029,69.8349,13.3
Papaya,Silty,Normal,High,Phytophthora Blight,Moderate,Yes,0.482,20.0,31.4,90.5,72.2,6.89,63.4,43.5,46.0,60.4,2.7,13.1603,89.772,4.5
Mungbean,Silty,Normal,High,None,Moderate,Yes,0.319,12.7,28.4,87.9,59.0,6.14,35.2,51.3,21.3,57.9,3.58,33.569,72.9707,1.4
Cotton,Loamy,Normal,Low,Bacterial Blight,Moderate,Yes,0.636,19.0,22.2,78.4,74.8,5.58,103.4,35.3,19.7,58.2,3.56,30.9308,86.8974,12.6
Maize,Sandy,Cool,High,Maize Rust,Low,No,0.46,37.5,19.9,72.7,101.2,6.2,72.1,55.8,21.4,69.2,3.61,10.1842,79.7008,5.3
Banana,Clayey,Normal,Low,None,Low,No,0.553,43.8,25.3,75.2,112.2,5.82,80.8,85.4,46.4,66.2,6.51,19.1123,76.6307,18.0
Pomegranate,Sandy,Normal,High,Bacterial Blight,Low,No,0.363,45.4,23.2,94.3,107.3,5.54,8.8,5.5,40.9,40.3,2.52,35.9575,81.6354,10.6
Watermelon,Silty,Normal,High,Anthracnose,High,Yes,0.432,21.1,24.6,85.8,45.0,6.62,85.4,18.0,50.9,67.8,2.0,8.2556,80.9739,10.1
Muskmelon,Sandy,Normal,High,None,High,Yes,0.573,22.0,25.2,93.2,28.8,6.5,99.1,11.9,53.5,70.7,2.87,29.0672,87.4138,3.0
Watermelon,Sandy,Normal,Medium,Anthracnose,Moderate,Yes,0.47,25.0,22.1,80.2,53.0,6.86,102.4,7.9,45.3,66.5,4.2,17.6354,93.3485,0.0
Maize,Loamy,Cool,High,Maize Rust,Low,No,0.556,29.7,18.1,71.1,105.8,5.74,82.3,48.9,18.4,61.5,3.59,24.9986,79.8241,3.0
Pomegranate,Sandy,Normal,High,Bacterial Blight,Low,No,0.27,41.8,21.5,93.5,102.1,5.96,16.8,6.4,42.8,47.8,3.08,22.0995,92.6484,1.6
Mango,Sandy,Hot & Dry,Medium,Powdery Mildew,Moderate,Yes,0.372,32.2,32.7,49.7,99.1,6.79,5.1,21.1,26.0,51.0,2.75,32.4256,74.6449,10.1
Mango,Silty,Hot & Dry,High,Powdery Mildew,Moderate,Yes,0.332,25.7,30.7,45.3,97.8,6.74,27.8,21.3,26.9,52.3,2.66,13.3872,89.8562,0.0
Mothbeans,Silty,Normal,Low,None,High,Yes,0.314,19.9,27.6,56.3,37.0,7.77,4.9,38.6,21.8,40.2,2.51,29.3788,68.8797,14.5
Pigeonpeas,Silty,Normal,Medium,Fusarium Wilt,Moderate,Yes,0.36,32.6,34.6,51.0,92.7,4.83,2.4,76.2,16.1,42.1,2.42,13.4557,72.0454,15.9
Mungbean,Clayey,Normal,High,None,High,Yes,0.367,26.3,28.2,83.0,48.7,6.17,26.6,47.1,17.1,58.3,2.56,8.56,88.9728,2.9
Blackgram,Loamy,Normal,High,None,Moderate,Yes,0.281,33.3,27.9,68.3,68.3,7.24,35.8,57.2,24.7,54.5,3.61,24.6278,83.6283,7.7
Pomegranate,Clayey,Normal,High,Bacterial Blight,Low,No,0.241,43.6,23.4,91.4,100.1,6.24,12.8,22.5,42.1,60.2,3.75,30.4199,84.2833,5.8
Chickpea,Silty,Normal,Low,None,Moderate,Yes,0.383,22.5,22.1,10.5,82.8,8.34,22.7,77.0,76.3,43.0,3.16,15.0729,88.6459,15.0
Watermelon,Loamy,Normal,High,None,High,Yes,0.446,14.6,26.5,80.7,40.8,6.03,101.1,19.9,46.5,62.8,2.81,16.3077,82.0955,0.0
Blackgram,Clayey,Normal,Low,None,Moderate,Yes,0.51,31.3,26.0,68.2,69.0,6.98,55.8,57.1,24.0,62.9,5.03,14.8066,82.0217,0.8
Mungbean,Clayey,Normal,High,None,Moderate,Yes,0.248,18.0,27.5,89.3,52.6,7.03,1.0,43.3,19.4,49.4,3.44,31.1887,90.4429,14.4
Jute,Clayey,Rainy,Medium,Anthracnose,Low,No,0.65,57.4,22.2,77.2,179.0,6.58,64.1,48.0,36.4,65.2,4.5,9.6636,92.147,16.8
Lentil,Loamy,Cool,Medium,None,High,Yes,0.269,10.9,19.9,62.2,40.1,7.33,5.7,73.9,20.8,46.8,2.31,33.1108,94.3989,13.7
Rice,Loamy,Rainy,High,Rice Blast,Low,No,0.637,60.8,35.7,80.8,224.9,5.97,64.2,40.6,39.5,62.9,3.49,27.9659,94.3922,24.5
Rice,Silty,Rainy,High,Rice Blast,Low,No,0.66,49.8,39.9,81.6,214.1,5.09,87.8,46.5,35.2,46.9,2.45,12.3989,94.5577,2.5
Apple,Silty,Normal,High,Apple Scab,Low,No,0.331,32.7,21.7,90.4,105.7,5.71,22.9,143.9,202.6,89.2,4.31,19.5053,88.235,0.7
Coffee,Silty,Normal,Medium,None,Low,No,0.561,47.4,21.2,69.3,133.5,6.01,89.9,28.7,34.7,62.1,6.42,30.7903,69.6536,10.4
Rice,Sandy,Rainy,High,Rice Blast,Low,No,0.713,65.0,23.3,84.1,240.6,6.87,83.8,58.6,41.4,66.1,4.04,35.8735,85.8753,4.0
Coffee,Clayey,Normal,High,None,Low,No,0.622,52.8,22.6,61.0,134.0,7.16,102.2,30.8,29.1,58.0,4.61,29.1747,72.378,4.6
Papaya,Loamy,Normal,High,Phytophthora Blight,Moderate,Yes,0.475,12.1,38.4,91.0,62.7,6.84,45.5,51.5,46.6,65.6,3.12,23.1927,92.5536,2.2
Chickpea,Clayey,Normal,Low,None,Moderate,Yes,0.432,28.9,26.5,10.2,79.6,6.98,27.1,76.1,75.7,62.2,5.19,16.992,96.3064,11.3
Kidneybeans,Loamy,Normal,Medium,None,Low,No,0.305,26.0,24.6,22.6,105.7,6.27,13.4,68.3,17.8,55.2,5.3,15.6712,87.3377,6.7
Watermelon,Clayey,Normal,High,Fusarium Wilt,High,Yes,0.47,19.5,26.1,83.9,45.8,7.0,99.3,14.5,52.9,63.3,2.13,31.9873,80.7002,0.0
Mungbean,Sandy,Normal,High,None,High,Yes,0.205,12.8,28.9,82.5,41.6,6.87,3.4,46.7,19.6,50.1,2.16,24.0145,73.0864,16.5
Maize,Sandy,Cool,High,None,Low,No,0.555,48.5,20.0,62.3,107.7,5.73,84.6,56.2,17.0,57.3,4.98,9.6329,76.2998,0.5
Papaya,Loamy,Rainy,High,Papaya Ring Spot Virus,Low,No,0.403,45.0,25.3,93.7,158.0,6.51,48.4,55.5,46.0,72.9,4.12,9.0205,68.2578,0.7
Kidneybeans,Loamy,Normal,Low,None,Low,No,0.262,43.2,21.3,23.6,110.1,5.95,14.9,63.6,24.3,54.1,5.26,24.1767,87.1388,4.1
Cotton,Clayey,Normal,High,Bacterial Blight,Moderate,Yes,0.651,19.2,24.1,83.1,77.5,6.02,138.4,38.5,20.4,66.4,3.26,30.3513,73.7351,0.3
Watermelon,Silty,Normal,High,None,High,Yes,0.505,20.9,25.3,82.3,42.5,6.33,108.2,27.2,48.4,66.3,2.87,34.7621,81.4239,0.7
Papaya,Sandy,Rainy,High,Papaya Ring Spot Virus,Low,No,0.54,53.1,37.6,91.9,187.4,6.85,55.8,45.3,49.7,67.3,4.11,29.1888,83.0163,3.2
Cotton,Silty,Normal,High,Bacterial Blight,Moderate,Yes,0.688,32.3,20.6,78.8,99.4,7.29,126.3,45.2,18.5,62.2,3.18,33.3623,68.6905,0.0
Kidneybeans,Loamy,Cool,Low,None,Moderate,Yes,0.41,28.3,16.4,22.4,87.4,5.88,26.0,67.6,23.0,58.8,4.66,32.3203,77.3697,1.3
Papaya,Silty,Normal,High,Papaya Ring Spot Virus,Low,No,0.57,46.4,25.3,94.3,134.0,6.86,50.9,52.4,47.2,64.0,3.3,28.5934,81.2203,0.8
Mango,Loamy,Normal,High,Powdery Mildew,Low,No,0.511,23.3,31.7,52.3,102.4,6.04,39.9,38.3,25.8,61.0,3.84,28.3873,90.8268,2.5
Cotton,Loamy,Normal,Low,Bacterial Blight,Moderate,Yes,0.557,24.9,21.0,79.9,76.0,7.35,109.5,39.5,16.4,63.1,4.03,21.8217,71.4603,7.0
Mothbeans,Clayey,Normal,High,None,High,Yes,0.195,19.7,25.4,34.5,33.0,5.07,0.9,53.3,23.7,35.3,1.64,15.0343,96.6052,19.6
Rice,Sandy,Rainy,High,Rice Blast,Low,No,0.719,84.0,26.4,82.2,267.3,5.46,96.4,43.4,39.0,56.8,3.36,33.2999,80.3158,4.2
Grapes,Clayey,Normal,High,Anthracnose,Moderate,Yes,0.361,29.3,22.3,80.7,67.0,5.89,32.8,134.8,203.7,83.5,3.31,13.3716,74.4527,1.3
Jute,Clayey,Rainy,High,Stem Rot,Low,No,0.691,51.2,24.1,82.5,194.3,7.47,91.0,53.8,42.3,55.2,3.11,12.6407,85.0731,0.0
Chickpea,Sandy,Cool,Low,None,Moderate,Yes,0.462,35.0,19.2,16.5,78.3,7.25,41.9,61.4,85.0,64.7,5.3,17.8986,84.6731,0.0
Rice,Loamy,Rainy,High,None,Low,No,0.732,76.5,34.2,81.1,252.3,5.33,117.7,54.3,38.8,61.7,4.83,14.9548,94.9391,0.2
Blackgram,Silty,Normal,High,None,Moderate,Yes,0.462,30.2,33.5,62.2,68.4,7.39,44.1,72.6,18.3,56.0,3.78,11.4254,96.9899,0.0
Pomegranate,Silty,Normal,High,Bacterial Blight,Low,No,0.45,40.1,20.7,88.3,100.9,6.8,26.1,18.3,37.2,58.5,3.73,24.6847,69.9706,4.1
Mungbean,Silty,Normal,High,None,High,Yes,0.192,23.5,28.9,80.3,36.6,6.52,11.4,49.0,15.4,62.6,2.59,14.1424,92.6226,11.8
Papaya,Silty,Rainy,High,Papaya Ring Spot Virus,Low,No,0.532,48.7,31.2,94.4,174.5,6.96,51.9,52.9,50.0,63.7,3.62,31.9299,76.6872,5.0
Kidneybeans,Clayey,Normal,Low,None,Moderate,Yes,0.441,35.6,20.1,21.8,95.8,5.7,21.5,79.9,22.3,57.9,5.09,25.1791,78.7797,4.8
Pomegranate,Sandy,Normal,High,Bacterial Blight,Low,No,0.29,43.7,20.9,90.0,103.4,6.94,5.4,20.9,35.3,50.3,2.66,34.1359,92.6223,14.5
Papaya,Loamy,Normal,High,None,High,Yes,0.337,10.0,38.8,94.0,41.9,6.7,67.3,44.4,51.5,66.9,2.38,8.6666,94.0666,3.0
Banana,Clayey,Normal,High,None,Low,No,0.521,31.3,28.7,76.7,102.6,5.77,80.1,85.6,53.0,66.5,5.21,30.1186,89.1864,20.0
Lentil,Loamy,Normal,High,None,Moderate,Yes,0.358,16.1,20.8,65.0,50.9,5.87,3.1,76.1,22.3,51.9,3.59,25.8218,93.5742,16.8
Watermelon,Clayey,Normal,High,Anthracnose,Moderate,Yes,0.522,21.3,24.2,88.2,58.2,6.38,119.7,7.2,50.3,73.4,3.43,25.0857,75.4839,1.7
Coconut,Clayey,Rainy,High,None,Low,No,0.371,56.9,25.5,98.7,170.9,5.99,19.3,25.7,31.1,48.6,4.14,12.6591,74.2268,0.7
Coffee,Loamy,Rainy,Medium,None,Low,No,0.723,60.0,23.5,50.8,179.8,6.98,114.9,16.0,34.7,64.0,6.43,28.1553,69.3161,1.3
